indicator,theme_term,theme_name,context,Framework
traditional,traditional,co-creation of knowledge,modern analytical tech niques with traditional ecological knowledge where it still,WRI-EHWB.pdf
traditional,traditional,social values and diets,modern analytical tech niques with traditional ecological knowledge where it still,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,modern analytical tech niques with traditional ecological knowledge where it still,WRI-EHWB.pdf
traditional,knowledge,connectivity,tech niques with traditional ecological knowledge where it still exists indicate,WRI-EHWB.pdf
traditional,knowledge,social values and diets,tech niques with traditional ecological knowledge where it still exists indicate,WRI-EHWB.pdf
traditional,knowledge,co-creation of knowledge,tech niques with traditional ecological knowledge where it still exists indicate,WRI-EHWB.pdf
traditional,knowledge,connectivity,tech niques with traditional ecological knowledge where it still exists indicate,WRI-EHWB.pdf
traditional,knowledge,social values and diets,tech niques with traditional ecological knowledge where it still exists indicate,WRI-EHWB.pdf
traditional,knowledge,co-creation of knowledge,tech niques with traditional ecological knowledge where it still exists indicate,WRI-EHWB.pdf
traditional,traditional,social values and diets,ment act a place for traditional environmental knowledge environmental impact assessment,WRI-EHWB.pdf
traditional,traditional,connectivity,ment act a place for traditional environmental knowledge environmental impact assessment,WRI-EHWB.pdf
traditional,traditional,connectivity,ment act a place for traditional environmental knowledge environmental impact assessment,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,ment act a place for traditional environmental knowledge environmental impact assessment,WRI-EHWB.pdf
traditional,traditional,social values and diets,ment act a place for traditional environmental knowledge environmental impact assessment,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,ment act a place for traditional environmental knowledge environmental impact assessment,WRI-EHWB.pdf
traditional,knowledge,connectivity,a place for traditional environmental knowledge environmental impact assessment review 21,WRI-EHWB.pdf
traditional,knowledge,social values and diets,a place for traditional environmental knowledge environmental impact assessment review 21,WRI-EHWB.pdf
traditional,knowledge,co-creation of knowledge,a place for traditional environmental knowledge environmental impact assessment review 21,WRI-EHWB.pdf
traditional,knowledge,connectivity,a place for traditional environmental knowledge environmental impact assessment review 21,WRI-EHWB.pdf
traditional,knowledge,social values and diets,a place for traditional environmental knowledge environmental impact assessment review 21,WRI-EHWB.pdf
traditional,knowledge,co-creation of knowledge,a place for traditional environmental knowledge environmental impact assessment review 21,WRI-EHWB.pdf
traditional,traditional,social values and diets,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,connectivity,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,social values and diets,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,connectivity,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,connectivity,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,social values and diets,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,connectivity,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,social values and diets,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,connectivity,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,social values and diets,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,sources of data 157 158 traditional knowledge see traditional knowledge use,WRI-EHWB.pdf
traditional,knowledge,co-creation of knowledge,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,social values and diets,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,connectivity,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,connectivity,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,social values and diets,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,co-creation of knowledge,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,co-creation of knowledge,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,social values and diets,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,connectivity,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,connectivity,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,social values and diets,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,knowledge,co-creation of knowledge,of data 157 158 traditional knowledge see traditional knowledge use of,WRI-EHWB.pdf
traditional,traditional,social values and diets,157 158 traditional knowledge see traditional knowledge use of ma_cf 201,WRI-EHWB.pdf
traditional,traditional,connectivity,157 158 traditional knowledge see traditional knowledge use of ma_cf 201,WRI-EHWB.pdf
traditional,traditional,connectivity,157 158 traditional knowledge see traditional knowledge use of ma_cf 201,WRI-EHWB.pdf
traditional,traditional,social values and diets,157 158 traditional knowledge see traditional knowledge use of ma_cf 201,WRI-EHWB.pdf
traditional,traditional,co-creation of knowledge,157 158 traditional knowledge see traditional knowledge use of ma_cf 201,WRI-EHWB.pdf
traditional,traditional,connectivity,157 158 traditional knowledge see traditional knowledge use of ma_cf 201,WRI-EHWB.pdf
